@rowCount	6194
hispanic	Hispanic	en
hispanismo	Hispanicism	en
hispanista	Hispanist	en
hispano	Spaniard, Spanish (language)	en
hispanoamerican	Spanish American, Hispano-American	en
hispanoamericano	Spanish American	en
hispanomauresc	Hispano-Moresque	en
hispanophone	Spanish-speaking	en
hissar	to hoist	en
histogene	histogenous	en
histogenia	histogeny	en
histographia	histography	en
histographo	histographer	en
histoide	histoid	en
histologia	histology	en
histologic	histological	en
histologista	histologist	en
histologo	histologist	en
histonomia	histonomy	en
historia	history, story	en
historia del cultura	cultural history	en
historia del guerra	history of war, military history	en
historia natural	natural history	en
historiar	to relate as a story, chronicle, illustrate	en
historic	historical, historic	en
historicitate	historicity	en
historico	historian	en
historietta	anecdote	en
historiographia	historiography	en
historiographic	historiographic	en
historiographo	historiographer	en
hoc	this (thing, idea), it	en
hoc es	that is (to say)	en
hoc pluve	it is raining	en
hodie	today	en
hodie ipse	this very day	en
hodie mesmo	this very day	en
hodie vespere	tonight	en
hodierne	present-day, modern, of today	en
hodographo	hodograph	en
hodometria	odometry, hodometry	en
hodometric	odometric, hodometric	en
hodometro	odometer, hodometer	en
hoi polloi	hoi polloi, the common people	en
holarctic	holarctic, entirely or exclusively arctic	en
holismo	holism	en
holla!	holla!	en
Hollanda	Holland, the Netherlands	en
hollandese	of Holland, of the Netherlands; Dutchman, Hollander, Dutch (Language)	en
holographe	holograph, holographic	en
holographo	holograph	en
holophrase	holophrasis	en
holophrastic	holophrastic	en
homage	homage, dutiful respect or honor shown	en
homage de un autor	with the compliments of an author	en
homalographia	homalography	en
homalographic	homalographic, homolographic	en
homaloide	homaloidal, flat, even	en
homarides	Homaridae	en
homaro	lobster	en
home	home	en
home rule	home rule	en
homeomere	homoeomerous	en
homeopathia	homeopathy	en
homeopathic	homeopathic	en
homeopatho	homeopath	en
homeric	Homeric	en
homeride	Homerid	en
Homero	Homer	en
homicida	homicide, manslayer, homicidal, murderous	en
homicidal	homicidal	en
homicidio	homicide, act of killing a human being	en
hominal	hominal, pertaining to man	en
homine	man, human being, adult male person	en
homine de action	man of action	en
homine de armas	man-at-arms	en
homine de honor	man of honor	en
homine de lege	man of law, lawyer	en
homine de litteras	man of letters	en
homine de mar	seaman, seafaring man	en
homine de palea	straw man	en
homine de parola	man of his word	en
homine de scientia	man of science, scientist	en
homine de stato	statesman	en
homine genial	man of genius	en
homine propone e Deo dispone	man proposes but God disposes	en
hominiforme	hominiform, anthropoid	en
homo	one, on	en
homocentric	homocentric	en
homochrome	homochromous, homochrome	en
homogame	homogamous	en
homogamia	homogamy	en
homogene	homogeneous, homogene	en
homogenee	homogeneous	en
homogeneitate	homogeneity	en
homographo	homograph	en
homologe	homologous	en
homologia	homology	en
homomorphe	homomorphous	en
homomorphia	homomorphy	en
homomorphismo	homomorphism	en
homonyme	homonymous	en
homonymia	homonymy	en
homonymo	homonym, homophone	en
homophilo	homosexual	en
homophone	homophonous	en
homophono	homophone	en
homoptere	homopterous	en
homopteros	Homoptera	en
homosexual	homosexual	en
homosexualitate	homosexuality	en
honestate	honesty, uprightness, truthfulness, propriety, decency, modesty	en
honeste	honest, upright, truthful), proper, decent, modest	en
honestitate	honesty, uprightness, truthfulness, propriety, decency, modesty	en
honor	honor	en
honorabile	honorable	en
honorabilitate	honorableness	en
honorar	to honor, respect greatly, confer an honor upon	en
honorar se de	to be proud of, pride oneself on	en
honorari	honorary	en
honorario	fee, honorarium	en
honorific	honorific	en
honoris causa	honoris causa	en
hoplita	hoplite	en
hora	hour	en
hora fatal	fatal hour, hour of death	en
horari	horary, hourly	en
horario	timetable	en
horas canonic	canonical hours	en
hordeacee	hordeaceous	en
hordeina	hordein	en
hordeo	barley	en
horizontal	horizontal	en
horizonte	horizon	en
horologieria	watch-making, clock-making, watchmaker’s, clockmaker’s store	en
horologiero	watchmaker, clockmaker	en
horologio	timepiece, clock, watch	en
horologio de repetition	repeater (watch or clock)	en
horologio-bracialetto	wrist watch	en
horoscopo	horoscope	en
horrende	frightful, horrendous	en
horribile	horrible	en
horribilitate	horribleness	en
horrible	horrible	en
horride	horrid	en
horriditate	horridness	en
horrific	horrific	en
horrificar	to horrify	en
horripilante	hair-raising	en
horripilar	to make one’s hair stand on end, give one goose flesh	en
horripilation	goose flesh, horripilation	en
horrisone	horrible-sounding	en
horror	horror	en
hors-d’oeuvre	hors d’oeuvre	en
hortative	hortative	en
Hortense	Hortense	en
hortensia	hydrangea	en
horticultor	horticulturist	en
horticultura	horticulture	en
horto	garden	en
hospicio	hospice	en
hospital	hospitable; hospital	en
hospital pro dementes	mental hospital	en
hospital psychiatric aperte	open psychiatric hospital	en
hospitalari	hospital	en
hospitalero	Hospitaler	en
hospitalitate	hospitality	en
hospite	host, hostess, innkeeper, landlord, guest	en
hostage	hostage	en
hoste	army, host	en
hostil	hostile	en
hostilitate	hostility	en
hotel	hotel	en
hotelier	hotelkeeper	en
huguenot	Huguenot, Huguenot	en
huguenotismo	Huguenotism	en
human	human, humane	en
humanisar	to humanize	en
humanisation	humanization	en
humanismo	humanism	en
humanista	humanist	en
humanistic	humanistic	en
humanitari	humanitarian	en
humanitario	humanitarian	en
humanitarismo	humanitarianism	en
humanitate	humanity, human nature, mankind, humaneness	en
humanitates	humanities	en
humectar	to moisten, dampen, wet	en
humectation	moistening or wetting, moistness	en
humer	to be moist or wet	en
humeral	humeral	en
humero	shoulder, humerus	en
humide	damp, wet, humid	en
humidificar	to humidify	en
humiditate	dampness, humidity	en
humile	humble, showing humility	en
humiliar	to humble, humiliate	en
humiliation	humiliation	en
humiliator	humbler, humiliator	en
humilitate	humility	en
humor	humor, animal fluid, mental disposition, temperament	en
humor aquose	aqueous humor	en
humor vitree	vitreous humor	en
humoral	humoral	en
humorismo	humorism	en
humorista	humorist	en
humoristic	humorous	en
humorose	humorous, humoristic	en
humus	humus	en
hungare	Hungarian	en
Hungaria	Hungary	en
hungaro	Hungarian, native of Hungary; Hungarian (language)	en
hunnic	Hunnic	en
Hunno	Hun	en
huracan	hurricane	en
hurrah	hurrah	en
hussar	hussar	en
hyacinthin	hyacinthine	en
hyacintho	hyacinth, jacinth	en
Hyacintho	Hyacinthus	en
hybrida	hybrid, hybrid	en
hybridar	to hybridize, cross	en
hybridation	hybridization, crossbreeding	en
hybridismo	hybridism	en
Hydra	Hydra	en
hydra	hydra	en
hydracido	hydracid	en
hydrangea	hydrangea	en
hydrante	hydrant	en
hydratar	to hydrate	en
hydratation	hydration	en
hydrato	hydrate	en
hydrato de carbon	carbohydrate	en
hydrato de chloral	chloral hydrate	en
hydraulic	hydraulic	en
hydraulica	hydraulics	en
hydric	hydric	en
hydrido	hydride	en
hydroaeroplano	seaplane, hydroplane	en
hydrocele	hydrocele	en
hydrocephale	hydrocephalous, hydrocephalic	en
hydrocephalia	hydrocephalus, hydrocephaly	en
hydrocephalo	hydrocephalus	en
hydrocyanic	hydrocyanic	en
hydrodynamic	hydrodynamic	en
hydrodynamica	hydrodynamics	en
hydroelectric	hydroelectric	en
hydrogenar	to hydrogenate	en
hydrogeno	hydrogen	en
hydrographia	hydrography	en
hydrographic	hydrographical	en
hydrographo	hydrographer	en
hydrolyse	hydrolysis	en
hydrolytic	hydrolytic	en
hydrometer	hydrometer	en
hydropathia	hydropathy	en
hydropathic	hydropathic	en
hydrophobia	hydrophobia	en
hydropisia	dropsy	en
hydroplano	hydroplane, gliding motorboat	en
hydrostatic	hydrostatic	en
hydrostatica	hydrostatics	en
hydrotherapeutic	hydrotherapeutic	en
hydrotherapia	hydrotherapy, hydrotherapeutics	en
hydroxydo	hydroxide	en
hyena	hyena	en
hygiene	hygiene	en
hygienic	hygienic	en
hygienista	hygienist	en
hygrographo	hygrograph	en
hygrometro	hygrometer	en
hygroscopic	hygroscopic	en
hygroscopio	hygroscope	en
hymene	hymen	en
Hymeneo	Hymen	en
hymeneo	marriage, wedding	en
hymenio	hymenium	en
hymenoptere	hymenopterous	en
hymenopteros	Hymenoptera	en
hymnario	hymnal	en
hymno	hymn	en
hymno national	national anthem	en
hymnographia	hymnography	en
hymnographo	hymnographer	en
hymnologia	hymnology	en
hymnologic	hymnologic	en
hymnologo	hymnologist	en
hyperbola	hyperbole, hyperbola	en
hyperbolic	hyperbolic	en
hyperboloide	hyperboloid	en
hypercritic	hypercritical	en
hypercritica	hypercriticism	en
hypercritico	hypercritic	en
hypertension	hypertension	en
hypertrophia	hypertrophy	en
hypertrophiar	to hypertrophy, affect with hypertrophy	en
hypertrophic	hypertrophic	en
hypnagogic	hypnagogic	en
hypnologia	hypnology	en
hypnologic	hypnologic, hypnological	en
hypnologo	hypnologist	en
hypnophobia	hypnophobia	en
hypnose	hypnosis, hypnotic state	en
hypnotherapia	hypnotherapy	en
hypnotic	hypnotic, soporific, pertaining to hypnotism	en
hypnotico	hypnotic, soporific drug	en
hypnotisar	to hyptnotize	en
hypnotisation	hypnotization	en
hypnotisator	hypnotizer	en
hypnotismo	hypnotism	en
hypnotista	hypnotist	en
hypochlorito	hypochlorite	en
hypochlorose	hypochlorous	en
hypochondria	hypochondria	en
hypochondriac	hypochondriac	en
hypochondriaco	hypochondriac	en
hypochondrio	hypochondrium	en
hypocrisia	hypocrisy	en
hypocrita	hypocrite, hypocritical	en
hypodermatic	hypodermic	en
hypogee	hypogeous, hypogeal, subterranean	en
hypogeo	hypogeum, underground chamber	en
hypophosphato	hypophosphate	en
hypophosphito	hypophosphite	en
hypophosphoric	hypophosphoric	en
hypophosphorose	hypophosphorous	en
hyposcenio	hyposcenium	en
hypostase	hypostasis	en
hypostatic	hypostatic	en
hyposulfato	hyposulphate	en
hyposulfito	hyposulphite	en
hyposulfurose	hyposulphurous	en
hypotenusa	hypotenuse	en
hypotheca	mortgage	en
hypothecar	to mortgage	en
hypothecari	hypothecary	en
hypothese	hypothesis	en
hypothetic	hypothetical, hypothetic	en
hysteria	hysteria	en
hysteric	hysterical, hysteric	en
hysterica	hysteric	en
hysterico	hysteric	en
i grec	(the letter) y	en
iambic	iambic	en
iambico	iambic, verse composed of iambic feet	en
iambo	iamb	en
Ian es le fratre de Philippa	Ian is Philippa’s brother	en
iber	Iberian, Iberic	en
Iberia	Iberia	en
iberic	Iberic, Iberian	en
ibero	Iberian	en
ibi	there	en
ibidem	in the same place, in that very place, ibidem	en
icarie	Icarian	en
Icaro	Icarus	en
iceberg	iceberg	en
ichthyic	ichthyic	en
ichthyocolla	fish-glue, ichthyocol	en
ichthyol	ichthyol	en
ichthyolitho	ichthyolite	en
ichthyologia	ichthyology	en
ichthyologic	ichthyological	en
ichthyologista	ichthyologist	en
ichthyologo	ichthyologist	en
ichthyophage	ichthyophagous, fish-eating	en
ichthyophagia	ichthyophagy	en
ichthyophago	ichthyophagist	en
ichthyosauro	ichthyosaur, ichthyosaurus	en
icone	icon	en
iconic	iconic	en
iconoclasta	iconoclast	en
iconoclastic	iconoclastic	en
iconographia	iconography	en
iconographic	iconographic	en
iconographo	iconographer	en
iconolatra	iconolater	en
iconolatria	iconolatry	en
iconologia	iconology	en
iconologo	iconologist	en
iconostase	iconostasis	en
id	it, that	en
id es	that is (to say), i.e.	en
idea	idea	en
idea fixe	fixed idea	en
idea luminose	bright, brilliant idea	en
ideal	ideal	en
idealisar	to idealize	en
idealisation	idealization	en
idealisator	idealizer	en
idealismo	idealism	en
idealista	idealist, idealistic	en
idealitate	ideality	en
idear	to ideate, conceive	en
ideation	ideation	en
idem	the same (thing), idem	en
identic	identical	en
identic a	identical with	en
identificabile	identifiable	en
identificar	to identify	en
identificar con	to identify with	en
identification	identification	en
identitate	identity	en
ideogramma	ideogram	en
ideographia	ideography	en
ideographic	ideographic	en
ideologia	ideology	en
ideologic	ideological	en
ideologo	ideologist	en
idioma	idiom	en
idiomatic	idiomatic	en
idiosyncrasia	idiosyncrasy	en
idiosyncrasic	idiosyncratic	en
idiota	idiot, idiotic	en
idiotia	idiocy	en
idiotic	idiotic	en
idiotismo	idiom, idiomatic expression, idiocy	en
idista	Idist	en
ido	Ido	en
idolatra	idolater, idolatrous	en
idolatrar	to idolize, make an idol of	en
idolatria	idolatry	en
idolatric	idolatrous	en
idolisar	idolize, make an idol of	en
idolo	idol	en
idyllic	idyllic	en
idyllio	idyll	en
igitur	then, therefore, thereupon	en
igne	fire	en
ignee	igneous, fiery	en
ignicola	fire worshipper	en
ignir	to ignite	en
ignition	(state of) ignition, combustion	en
ignition anticipate	advance ignition, premature ignition	en
ignition avantiate	advance ignition, premature ignition	en
ignivome	vomiting fire	en
ignobile	ignoble, of low birth or position, mean, base	en
ignobilitate	ignobleness	en
ignominia	ignominy	en
ignominiose	ignominious	en
ignorabile	ignorable	en
ignorante	ignorant, knowing nothing	en
ignorantia	ignorance	en
ignorantismo	ignorantism	en
ignorar	not to know, be ignorant of, ignore	en
il	it, there, he, him	en
Il basta que	It’s enough that, It’s sufficient that	en
Il besonia que	It’s necessary that	en
Il cessava nivar	It stopped snowing	en
il conveni de facer lo	it is fitting, advisable, do it	en
il es a expectar alora que	it is thus to be expected that	en
Il es a notar que	It is to be noted that	en
il es estranie como	it’s strange how	en
il es hic a mentionar que	it should be mentioned here that	en
il es le spero que	it is hoped that	en
il es melior non parlar	it’s better not to speak	en
il es necessa que	it is necessary that	en
il es necessari que	it is necessary that	en
Il es octo horas	It is eight o’clock	en
Il es un placer facer vostre cognoscentia	It’s a pleasure to make your acquaintance	en
il es ver, nonne?	it is true, isn’t it?, isn’t that so?	en
Il face belle tempore	It’s lovely weather, the weather is good	en
il face frigido	it is cold (weather)	en
il face grande calor	it is very hot	en
il face sol	the sun is shining, it is sunny	en
Il ha	There is, there are	en
Il ha canes illac	There are dogs there	en
il ha motivos de supposer	there are reasons to believe	en
il ha nulle ratio in facer lo	there is no reason to do it	en
Il ha tante gente hic	There are so many people here	en
Il ha un can illac	There is a dog there	en
il habe	there is, there are	en
il importa que...	it is essential that...	en
il le ultimissime moment	at the (very) last monment	en
il me sembla	it seems to me	en
Il no importa	It doesn’t matter	en
il non face differentia	it makes no difference	en
il pare como si	it seems as if	en
il pare que si	it appears so	en
Il pluve in currentes	It’s pouring down	en
il sia observate que	it should be noted that	en
il succedeva que	it came to pass that	en
il van sin dicer que	it goes without saying that	en
iliterate	illiterate	en
illa	she, it	en
Illa dava nascentia a un puero	She gave birth to a boy	en
Illa face le commissiones	She does the shopping	en
Illa face un visita a un amica	She visits a friend	en
Illa ha le aer de esser malade	She seems (to be) ill	en
Illa ha pressa	She is in a hurry	en
illa habeva un alibi multo acceptabile	he had a good alibi	en
Illa se brossa le dentes	She brushes her teeth	en
Illa se pectina le capillos	She combs her hair	en
illa sedeva a mi sinistra	she sat to my left	en
Illa sempre mitte le naso in toto	She always pokes her nose into everything	en
Illa sona le piano	She is playing the piano	en
Illa veni de arrivar	She has just arrived	en
Illa vole jocar	She wants to play	en
Illa voleva reprender su halito	She wanted to get her breath back	en
illac	there	en
illas	they (females)	en
ille	he, it, him, that	en
ille abandona su parte de heritage a su fratre	he left his inheritance to his brother	en
Ille arrivava a tempore	He arrived in time	en
Ille attende le fin del lection	He’s waiting for the end of the lesson	en
Ille cadeva malade	He fell ill	en
Ille cerca su can	He’s looking for his dog	en
Ille colpava al porta	He knocked at the door	en
ille dava duo marcos a cata uno	he gave two marks to each one	en
Ille descende del auto	He’s getting out of the car	en
Ille descende le scala	He goes down the stairs	en
Ille faceva un grimasse	He pulled a face	en
Ille ha le aer furiose	He look furious	en
Ille ha le mesme etate que io	He is as old as I am	en
