@rowCount	3536
bangu	w	n	d	t	s	r	g
loglan	nerfucdei	⬅ ner+fu(t)c(i)+de(nl)i	G is the «day» after J.	2-Cpx	2n		day
loglan	nerfucdei	⬅ ner+fu(t)c(i)+de(nl)i	«tomorrow»/the «next day».	2-Cpx	n		tomorrow,next day
loglan	nergai	⬅ ner+ga(rn)i	B is a «monarch»/«dictator»/«autocrat»/single «ruler» of F.	1-Cpx	2n		monarch,dictator,autocrat,ruler
loglan	lopo nergai		«monarchy»/«dictatorship»/«autocracy», mass term of states.		n		monarchy,dictatorship,autocracy
loglan	nu nergai		a «monarchy»/«dictatorship»/«autocracy», that which is ruled.		n		monarchy,dictatorship,autocracy
loglan	po nergai		a «monarchy»/«dictatorship»/«autocracy», a state of ruling.		n		monarchy,dictatorship,autocracy
loglan	nergenpai	⬅ ner+gen(za)+pa(rt)i	B is a «monomer» of F, the repeating unit of a polymer.	2-Cpx	2n		monomer
loglan	nergru	⬅ ner+gru(pa)	B is a «squad»/«squadron»/«flight», the smallest military unit of some larger «military force» F, without service designation, otherwise {lan} -- (land), {mur} -- (sea), {ker} -- (air), or {spa} -- (space) is prefixed; e.g. {murnergru} -- naval squadron. Cf. {surgru}.	1-Cpx	2n		squad,squadron,flight,military force
loglan	neri	⬅ ne+ri	a/the «first» term/member of series ..., ordinal predicate.	Cpd	2n		first
loglan	neri	⬅ ne+ri	«first», of 1st members.	Cpd	a		first
loglan	neri genza		first «occasion»/«time».		ph		occasion,time
loglan	da pa neri genza godzi		X went for the «first» time.		ph		first
loglan	nehyrihyjmi	⬅ neh+y+rih+y+jmi(te)	K «meet for the first time» D, [RH recommends {neri jmite}].	2-Cpx	2v		meet for the first time
loglan	nerji	{derhatnerji}, {nejflo}, {nejycai}, {nejycti}, {sudnynerji}\n⬅ Int.	G has more «energy»/capacity for doing work than J (physics) by amount C.	I-Prim	2n	nej	energy
loglan	nerji	{derhatnerji}, {nejflo}, {nejycai}, {nejycti}, {sudnynerji}\n⬅ Int.	«energetic»/«vehement», having energy/capacity for work.	I-Prim	a	nej	energetic,vehement
loglan	lopu nerji		«energy», mass term.		n		energy
loglan	pu nerji		the «energy»/«vehemence», work capacity of a body/system.		n		energy,vehemence
loglan	nerjmistu	⬅ ner+jmi(te)+stu(ci)	B is the «story» of F (a set) «meeting one another».	2-Cpx	2n		story,meeting one another
loglan	nerkai	⬅ ner+ka(tl)i	B is a 1 place «property»/«quality»/categorical «attribute» of F.	1-Cpx	2n		property,quality,attribute
loglan	nerkai	⬅ ner+ka(tl)i	«qualitative», of categorical attributes.	1-Cpx	a		qualitative
loglan	nerkaipua	⬅ ner+ka(tl)i+pu(rd)a	N «predicate» a 1 place attribute B of F.	2-Cpx	3v		predicate
loglan	nerkaipua	⬅ ner+ka(tl)i+pu(rd)a	a «predicate», 1 place.	2-Cpx	n		predicate
loglan	nerkea	⬅ ner+(c)ke(l)a	B is an «elementary»/«grammar» school, first school of community F.	1-Cpx	2n		elementary,grammar
loglan	nerkle	⬅ ner+kle(si)	B is «first» class accommodation on conveyance F.	1-Cpx	2n		first
loglan	nerkle	⬅ ner+kle(si)	«first» class.	1-Cpx	a		first
loglan	nerkoi	⬅ ner+ko(rj)i	B is a «second lieutenant»/«ensign»/«flying officer» commanding/«attached to» military unit F, within a military service addressed without service designation, otherwise {lan} -- (land), {mur} -- (sea), {ker} -- (air), or {spa} -- (space) is prefixed; e.g. {murnerkoi} -- ensign. Use {surkoi}. q.v., for officers in general.	1-Cpx	2n		second lieutenant,ensign,flying officer,attached to
loglan	nerkui	⬅ ner+ku(nc)i	B is a 1st degree/close+«relative» of B, a son/brother/father/etc.	1-Cpx	2n		relative
loglan	nerkui	⬅ ner+ku(nc)i	immediate «family» of ....	1-Cpx	ph		family
loglan	nerlinkui	⬅ ner+(c)lin(a)+ku(nc)i	B is a «parent»/«child»/immediate «relative» of B, a 1 step lineal relation.	2-Cpx	2n		parent,child,relative
loglan	nermao	⬅ ner+ma(dz)o	K «unite»/«unify»/«integrate» B (pl.), make into one, intentional.	1-Cpx	2v		unite,unify,integrate
loglan	lopo nermao		an «integration», mass term of acts.		n		integration
loglan	nu nermao		«united», made one.		a		united
loglan	po nermao		a «unification»/«integration», a spec. act of -ing.		n		unification,integration
loglan	nermea	⬅ ner+me(ns)a	B is a «January» of year F.	1-Cpx	2n		January
loglan	la nermea		«January» (the 1st month of the year).		na		January
loglan	nermerji	⬅ ner+merji	B is «married»/«monogamous» only to/with B.	1-Cpx	2v		married,monogamous
loglan	nermoi	⬅ ner+mo(dv)i	B is «only»/for one «motive» N. E.g. {Da nermoi nerbi lepo preda} -- It is only necessary for ....	1-Cpx	2v		only,motive
loglan	nernerkoi	⬅ ner+ner+ko(rj)i	B is a «general of the army»/«admiral of the fleet»/etc. commanding/«attached to» military unit F, within a military service addressed without service designation, otherwise {lan} -- (land), {mur} -- (sea), {ker} -- (air), or {spa} -- (space) is prefixed; e.g. {murnernerkoi} -- admiral of the fleet. Use {surkoi}. q.v., for officers in general.	1-Cpx	2n		general of the army,admiral of the fleet,attached to
loglan	nernermea	⬅ ner+ner+me(ns)a	B is a «November» of year F.	1-Cpx	2n		November
loglan	la nernermea		«November» (the 11th month of the year).		na		November
loglan	nernirkoi	⬅ ner+nir+ko(rj)i	B is a «general»/«admiral»/etc. commanding/«attached to» military unit F, within a military service addressed without service designation, otherwise {lan} -- (land), {mur} -- (sea), {ker} -- (air), or {spa} -- (space) is prefixed; e.g. {murnernirkoi} -- admiral. Use {surkoi}. q.v., for officers in general.	1-Cpx	2n		general,admiral,attached to
loglan	nernirmea	⬅ ner+nir+me(ns)a	B is an «October» of year F.	1-Cpx	2n		October
loglan	la nernirmea		«October» (the 10th month of the year).		na		October
loglan	nernurcko	⬅ ner+nur+cko(zu)	P is the «only»/is «exactly one» «effect»/«result» of cause S under conditions N.	1-Cpx	3n		only,exactly one,effect,result
loglan	nernurcko	⬅ ner+nur+cko(zu)	«ensuing», of effects, conv. of cause, q.v.	1-Cpx	a		ensuing
loglan	nernurcko	⬅ ner+nur+cko(zu)	«only», of singular effects/results. E.g. {Ti pa nernurcko crina} -- It only rained.	1-Cpx	av		only
loglan	nernursaa	⬅ ner+nur+sa(np)a	B is «unambiguous» in context F.	1-Cpx	2a		unambiguous
loglan	nerpasdei	⬅ ner+pas(ko)+de(nl)i	B is (a/the) «yesterday»/«day before»/«eve of» day F.	2-Cpx	2n		yesterday,day before,eve of
loglan	nerpasnai	⬅ ner+pas(ko)+na(tl)i	B is a/the «night» before day F.	2-Cpx	2n		night
loglan	nerpasnai	⬅ ner+pas(ko)+na(tl)i	a/the «last»/«yesterday» night, yesterday's night, incomplete.	2-Cpx	n		last,yesterday
loglan	nerpeo	⬅ ner+pe(ns)o	K «concentrate»/«focus» on V.	1-Cpx	2v		concentrate,focus
loglan	lopu nerpeo		«concentration»/«single mindedness»/«focus», mass term.		n		concentration,single mindedness,focus
loglan	po nerpeo		an instance of «concentration»/«focus».		n		concentration,focus
loglan	nerpie	⬅ ner+pi(rl)e	B «correspond» to B in systems/sets F and F, respectively.	1-Cpx	4v		correspond
loglan	nerpie	⬅ ner+pi(rl)e	«respective», of corresponding things.	1-Cpx	a		respective
loglan	nerpie	⬅ ner+pi(rl)e	«respectively», in a one to one way.	1-Cpx	av		respectively
loglan	nerpie	⬅ ner+pi(rl)e	be in «one to one» relation, incomp.	1-Cpx	ph		one to one
loglan	lopo nerpie		«correspondence», mass of such rel'ns.		n		correspondence
loglan	nu nerpie		«corresponding», of that -ed with.		n		corresponding
loglan	po nerpie		a «correspondence», a one to one relation.		n		correspondence
loglan	nerpoi	⬅ ner+po(rl)i	B is a/the «baron» of domain N.	1-Cpx	2n		baron
loglan	nerpolsange	⬅ ner+pol(di)+sange	B is a/the «premier»/«prime minister»/«first minister» of state/ruler F.	2-Cpx	2n		premier,prime minister,first minister
loglan	nersornumsio	⬅ ner+sor+num(cu)+si(st)o	F is the «hexadecimal» numbering system.	2-Cpx	1n		hexadecimal
loglan	nersornuu	⬅ ner+sor+nu(mc)u	B is a «hexadecimal» number, a number in base 16.	1-Cpx	1n		hexadecimal
loglan	nersornuu	⬅ ner+sor+nu(mc)u	«hexadecimal».	1-Cpx	a		hexadecimal
loglan	nersri	⬅ ner+sri(te)	B is a «draft»/rough «copy»/first «copy» of P.	1-Cpx	2n		draft,copy,copy
loglan	nersto	⬅ ner+sto(lo)	B is «tough»/«cohesive», not easily pulled apart.	1-Cpx	1		tough,cohesive
loglan	nertaa	⬅ ner+ta(kn)a	K «address»/«speak to» D alone about V.	1-Cpx	3v		address,speak to
loglan	nertorheo	⬅ ner+tor+he(dr)o	B is a «dodecahedron».	1-Cpx	1n		dodecahedron
loglan	nertormea	⬅ ner+tor+me(ns)a	B is a «December» of year F.	1-Cpx	2n		December
loglan	la nertormea		«December» (the 12th month of the year).		na		December
loglan	nertro	⬅ ner+tro(li)	B is a «private first class» «controling»/«attached to» military unit F, within a military service addressed without service designation, otherwise {lan} -- (land), {mur} -- (sea), {ker} -- (air), or {spa} -- (space) is prefixed; e.g. {murnertro} -- seaman spprentice.	1-Cpx	2n		private first class,controling,attached to
loglan	nertulvai	⬅ ner+tu(g)l(e)+va(lt)i	K «hop», on one leg.	2-Cpx	1v		hop
loglan	nervi	{nevpoa}, {nevsensi}, {nevsesduo}, {nevsesmao}\n⬅ 3/3E nerve | 5/6S nervio | 4/5R nierv | 3/4F nerf | 3/4G nerv | 3/6J shinkei	B is a «nerve» fiber of organism F.	C-Prim	2n	nev	nerve
loglan	nervi	{nevpoa}, {nevsensi}, {nevsesduo}, {nevsesmao}\n⬅ 3/3E nerve | 5/6S nervio | 4/5R nierv | 3/4F nerf | 3/4G nerv | 3/6J shinkei	«neural», pert. to nerves.	C-Prim	a	nev	neural
loglan	nervie	⬅ ner+vi(dr)e	B is «one track», as in he has a one track mind.	1-Cpx	1a		one track
loglan	nerviukaa	⬅ ner+vi(dj)u+ka(ml)a	K make a «debut»/«first appearance» at V.	2-Cpx	2v		debut,first appearance
loglan	nerviukaa	⬅ ner+vi(dj)u+ka(ml)a	a «debutante», one who makes a debut.	2-Cpx	n		debutante
loglan	po nerviukaa		a «debut»/«coming out», debut.		n		debut,coming out
loglan	nervizkaa	⬅ ner+viz(ka)+ka(ml)a	K makes a «debut»/first «appearance» at V.	2-Cpx	2n		debut,appearance
loglan	po nervizkaa		«appearance».		1n		appearance
loglan	nervoi	⬅ ner+vo(ls)i	B is «unanimous», of one voice/opinion.	1-Cpx	1a		unanimous
loglan	nese	⬅ ne+se	«seventeen» (of) ..., a quantifying operator.	Cpd	a		seventeen
loglan	nese	⬅ ne+se	«seventeen», the number 17, in math. exp.	Cpd	n		seventeen
loglan	lio nese		«seventeen», the number 17, non math.		n		seventeen
loglan	nesfiltaa	⬅ nes(ta)+fil(mo)+ta(kn)a	K is «sincere»/«genuine» with D in disclosing N.	3-Cpx	3a		sincere,genuine
loglan	nesfiltaa	⬅ nes(ta)+fil(mo)+ta(kn)a	«sincerely», in a sincere manner.	3-Cpx	av		sincerely
loglan	lopu nesfiltaa		«sincerity», mass term, properties.		n		sincerity
loglan	pu nesfiltaa		a «sincerity», a spec. property.		n		sincerity
loglan	neso	⬅ ne+so	«sixteen» (of) ..., a quantifying operator.	Cpd	a		sixteen
loglan	neso	⬅ ne+so	«sixteen», the number 16, in math. exp.	Cpd	n		sixteen
loglan	lio neso		«sixteen», the number 16, non math.		n		sixteen
loglan	nesta	{nesfiltaa}, {nornespeu}, {taknesta}\n⬅ 3/4F honnete | 4/6S honest o | 2/3G echt | 3/5E honest | 3/5H sachcha | 3/9R chiestnyi	K is «honest» with D about matter N.	C-Prim	3a	nes	honest
loglan	lopu nesta		«honesty», mass term of properties.		n		honesty
loglan	lopu no nesta		«dishonesty», mass term of props.		n		dishonesty
loglan	no nesta		«dishonest», dishonest with ... about ....		a		dishonest
loglan	pu nesta		an «honesty», a spec. property.		n		honesty
loglan	pu no nesta		a «dishonesty», a spec. property.		n		dishonesty
loglan	nete	⬅ ne+te	«thirteen» (of) ..., a quantifying operator.	Cpd	a		thirteen
loglan	nete	⬅ ne+te	«thirteen», the number 13, in math. exp.	Cpd	n		thirteen
loglan	lio nete		«thirteen», the number 13, non math.		n		thirteen
loglan	netfoamao	⬅ net(re)+fo(rm)a+ma(dz)o	K «weave» (material) P from S.	3-Cpx	3v		weave
loglan	netfoamao	⬅ net(re)+fo(rm)a+ma(dz)o	«weaving» (of ... from ...).	3-Cpx	a		weaving
loglan	netfoamao	⬅ net(re)+fo(rm)a+ma(dz)o	«weaver» (of ... from ...).	3-Cpx	n		weaver
loglan	no nu netfoamao		«non woven», of felt like materials.		a		non woven
loglan	nu netfoamao		«woven» (by ... from ...).		a		woven
loglan	netklipu	⬅ net(re)+klipu	K «enmesh»/«entangle» B in D.	2-Cpx	3v		enmesh,entangle
loglan	netliu	⬅ net(re)+li(tn)u	K «entangle»/«snarl» D in/with D.	2-Cpx	3v		entangle,snarl
loglan	nu netliu		«entangled»/«snarled» (by ... in ...).		a		entangled,snarled
loglan	po netliu		an «entanglement»/«snarling» (by ... in ...).		n		entanglement,snarling
loglan	neto	⬅ ne+to	«twelve» (of) ..., a quantifying operator.	Cpd	a		twelve
loglan	neto	⬅ ne+to	«twelve», the number 12, in math. exp.	Cpd	n		twelve
loglan	lio neto		«twelve», the number 12, non math.		n		twelve
loglan	netora	⬅ neto+ra	a «dozen» ..., 12 of anything.	Cpd	2n		dozen
loglan	netre	{gomnetre}, {kotnetre}, {mubnetre}, {netfoamao}, {netklipu}, {netliu}, {netsio}, {netyjua}, {relnetre}, {ticynetre}\n⬅ 3/3E net | 3/4J netto | 3/4G netz | 2/3S red | 2/4R siet	B is a «net».	C-Prim	1n	net	net
loglan	netre	{gomnetre}, {kotnetre}, {mubnetre}, {netfoamao}, {netklipu}, {netliu}, {netsio}, {netyjua}, {relnetre}, {ticynetre}\n⬅ 3/3E net | 3/4J netto | 3/4G netz | 2/3S red | 2/4R siet	«net», made of net.	C-Prim	a	net	net
loglan	lo netre		«net», mass term.		n		net
loglan	netsio	⬅ net(re)+si(st)o	F is a «network» of/composed of/including B (pl.).	2-Cpx	2n		network
loglan	netyjua	⬅ net(re)+y+ju(gr)a	K «net» D, catches ... with a net.	2-Cpx	2v		net
loglan	neu	⬅ nerbi	Conditions/Circumstances/Fields, case tag («condition»/«circumstance»/«field»).	LW	pp		condition,circumstance,field
loglan	neurhasteni	⬅ ISV	D has «neurasthenia», a nervous debility.	Bor.	1n		neurasthenia
loglan	po neurhasteni		a case of «neurasthenia».		n		neurasthenia
loglan	neurhoni	⬅ ISV	B is a «neuron».	Bor.	1n		neuron
loglan	neutrrini	⬅ ISV	B is a «neutrino» of lepton type N.	Bor.	2n		neutrino
loglan	neutrroni	⬅ ISV	B is a «neutron», a fundamental hadron particle.	Bor.	1n		neutron
loglan	neve	⬅ ne+ve	«nineteen» (of) ..., a quantifying operator.	Cpd	a		nineteen
loglan	neve	⬅ ne+ve	«nineteen», the number 19, in math. exp.	Cpd	n		nineteen
loglan	lio neve		«nineteen», the number 19, non math.		n		nineteen
loglan	nevo	⬅ ne+vo	«eighteen» (of) ..., a quantifying operator.	Cpd	a		eighteen
loglan	nevo	⬅ ne+vo	«eighteen», the number 18, in math. exp.	Cpd	n		eighteen
loglan	lio nevo		«eighteen», the number 18, non math.		n		eighteen
loglan	nevpoa	⬅ ne(r)v(i)+po(nd)a	D is a «receptor» for F giving response P (biol.).	2-Cpx	3n		receptor
loglan	nevsensi	⬅ ne(r)v(i)+sensi	B is some «neurology»/«nerve science».	2-Cpx	1n		neurology,nerve science
loglan	nevsensi	⬅ ne(r)v(i)+sensi	«neurological», pert. to neurology.	2-Cpx	a		neurological
loglan	lo nevsensi		«neurology», mass term.		n		neurology
loglan	nevsesduo	⬅ ne(r)v(i)+se(n)s(i)+du(rz)o	B is a «neurologist», a physician.	3-Cpx	1n		neurologist
loglan	nevsesmao	⬅ ne(r)v(i)+se(n)s(i)+ma(dz)o	B is a «neurologist», a scientist.	3-Cpx	1n		neurologist
loglan	ni		«zero» (0), in math. expressions.	LW	a	nir	zero
loglan	ni		«no»/«none»/«zero» (of ...), a quantifying operator.	LW	a	nir	no,none,zero
loglan	lio ni		«zero» (0), the number zero, non math.		ph		zero
loglan	nia	⬅ na + *i	«meanwhile», concurrent with a given interval.	LW	av		meanwhile
loglan	nia	⬅ na + *i	all the «while»/as «long as»/«when»/«while»/«all along».	LW	c		while,long as,when,while,all along
loglan	nia	⬅ na + *i	«during»/«throughout».	LW	pp		during,throughout
loglan	nia	⬅ na + *i	am/is/are+(now) «-ing», continuous present tense.	LW	va		-ing
loglan	nia hu		«when»?/«throughout what interval» in time?		q		when,throughout what interval
loglan	nia ta		«all along», throughout that interval.		av		all along
loglan	nia ti		«all along», throughout this interval.		av		all along
loglan	niagro	⬅ ni(ml)a+gro(da)	B is a «monster».	2-Cpx	1n		monster
loglan	niagro	⬅ ni(ml)a+gro(da)	«monstrous».	2-Cpx	a		monstrous
loglan	niaski	⬅ ni(ml)a+ski(tu)	K «ride» D, an animal.	2-Cpx	2v		ride
loglan	niaski	⬅ ni(ml)a+ski(tu)	«rider», of any animal, one who -s.	2-Cpx	n		rider
loglan	nu niaski		«ridden», of any animal, conv. of ride.		a		ridden
loglan	po niaski		«riding», an act of riding any animal.		n		riding
loglan	niaza	⬅ nia+za	«throughout» this brief interval.	Cpd	av		throughout
loglan	niaza	⬅ nia+za	«while»/«throughout» the short time, clauses.	Cpd	c		while,throughout
loglan	niaza	⬅ nia+za	«througout»/«during», throughout a short interval, terms.	Cpd	pp		througout,during
loglan	niazu	⬅ nia+zu	«throughout» this long interval.	Cpd	av		throughout
loglan	niazu	⬅ nia+zu	«while»/«throughout» the long time, clauses.	Cpd	c		while,throughout
loglan	niazu	⬅ nia+zu	«all» this time, a tense op. before preds.	Cpd	ph		all
loglan	niazu	⬅ nia+zu	«throughout»/«during», throughout a long interval, terms.	Cpd	pp		throughout,during
loglan	niba	⬅ ni+ba	«nowhere»/«nohow»/«nothing»/«noone».	Cpd	1av		nowhere,nohow,nothing,noone
loglan	nicbritetri	⬅ (s)nic(e)+bri(ze)+tetri	V is a «blizzard» in N. E.g. {Mu pa nu nicbritetri} -- We had a blizzard.	3-Cpx	2n		blizzard
loglan	nicbritetri	⬅ (s)nic(e)+bri(ze)+tetri	«stormy» (of the type specified).	3-Cpx	a		stormy
loglan	nicflo	⬅ (s)nic(e)+fo/l(ma)	G is more «snowy», full of snow than J is.	2-Cpx	2a		snowy
loglan	pu nicflo		a «snowiness», a spec. property.		n		snowiness
loglan	nichaa	⬅ (s)nic(e)+ha(sf)a	P is an «igloo»/«snow house» of K.	2-Cpx	2n		igloo,snow house
loglan	nickua	⬅ (s)nic(e)+ku(vg)a	G is more «snowy», snow covered than J is.	2-Cpx	2a		snowy
loglan	pu nickua		a «snowiness», a spec. property.		n		snowiness
loglan	nicycri	⬅ (s)nic(e)+y+cri(na)	D is «snowed» on by weather system N.	2-Cpx	2v		snowed
loglan	Ti nicycri		It's «snowing».		ph		snowing
loglan	nicytetri	⬅ (s)nic(e)+y+tetri	B is a «snowstorm» in F, e.g. {Mu pa nu nictetri} -- We had a snowstorm.	2-Cpx	2n		snowstorm
loglan	nicytetri	⬅ (s)nic(e)+y+tetri	«stormy» (of the type specified).	2-Cpx	a		stormy
loglan	nidla	{hebnidla}\n⬅ 4/4G nadel | 3/4E needle | 2/4R igla	B is a «needle», instrument for sewing.	C-Prim	1n		needle
loglan	nie	⬅ (s)ni(r)e	in «detail»/«looking closely», a discourse oper., used before sentences (UI).	LW	av		detail,looking closely
loglan	niegru	⬅ ni(rn)e+gru(pa)	B is a «cohort»/«age group» of F.	2-Cpx	2n		cohort,age group
loglan	nigcea	⬅ nig(ro)+ce(nj)a	B «blacken»/«become black» by V.	2-Cpx	2v		blacken,become black
loglan	nigcli	⬅ nig(ro)+cli(ka)	G is «darker»/less «brilliant» than J in light N.	2-Cpx	3a		darker,brilliant
loglan	nigcli	⬅ nig(ro)+cli(ka)	«dark»/«sombre», in color, sombre, incomplete form.	2-Cpx	a		dark,sombre
loglan	lopu nigcli		«sombreness»/«darkness», the mass of such props.		n		sombreness,darkness
loglan	pu nigcli		a «sombreness»/«darkness», a prop. of a spec. color.		n		sombreness,darkness
loglan	nigro	{nigcea}, {nigcli}, {nigslicui}\n⬅ 5/5E negro | 3/4S negro | 2/5J kuroi	G is «blacker» than J.	C-Prim	2a	nig,nig	blacker
loglan	nigro	{nigcea}, {nigcli}, {nigslicui}\n⬅ 5/5E negro | 3/4S negro | 2/5J kuroi	«black», blacker than ....	C-Prim	a	nig,nig	black
loglan	nigro	{nigcea}, {nigcli}, {nigslicui}\n⬅ 5/5E negro | 3/4S negro | 2/5J kuroi	a «black»/«negro», a black colored thing/object.	C-Prim	n	nig,nig	black,negro
loglan	lopu nigro		«black», the color, mass term.		n		black
loglan	pu nigro		a «blackness», a spec. property.		n		blackness
loglan	la Nigros		«Negro» (member of any group called negroes).		na		Negro
loglan	nigslicui	⬅ nig(ro)+sli(ti)+cu(tr)i	B is some «molasses»/«treacle».	3-Cpx	1n		molasses,treacle
loglan	nikcli	⬅ nik(ri)+cli(ka)	G is more «cheesy»/«cheese like» than J.	2-Cpx	2a		cheesy,cheese like
loglan	niklo	⬅ ISV	B is some «nickel», element 28 (Ni).	S-Prim	1n		nickel
loglan	nikri	{nikcli}\n⬅ 2/3E curd | 3/5H panir | 3/7C nai bieng	B is a piece of «cheese» from S.	C-Prim	2n	nik	cheese
loglan	nikri	{nikcli}\n⬅ 2/3E curd | 3/5H panir | 3/7C nai bieng	«cheese», made of cheese.	C-Prim	a	nik	cheese
